domain,resolution_label,resolution_cycles,bin_index,cycle_start,cycle_end_exclusive,released_packets,delivered_packets,outstanding_packets_end,mean_delivery_latency,p95_delivery_latency,stall_events,buffer_occupancy_events,layer_release_counts,source_path,source_sha256,source_selector,metric_semantics,evidence_level
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,687,6870,6880,10,3,3643,4592.666666666667,4595.0,,,conv2:10,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 687 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,688,6880,6890,10,2,3651,4598.5,4599.0,,,conv2:10,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 688 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,689,6890,6900,10,3,3658,4603.666666666667,4605.0,,,conv2:10,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 689 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,690,6900,6910,10,4,3664,4610.0,4612.0,,,conv2:10,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 690 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,691,6910,6920,10,4,3670,4618.5,4625.0,,,conv2:10,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 691 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,692,6920,6930,10,2,3678,4621.5,4622.0,,,conv2:10,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 692 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,693,6930,6940,10,3,3685,4630.666666666667,4635.0,,,conv2:10,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 693 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,694,6940,6950,10,4,3691,4637.25,4642.0,,,conv2:10,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 694 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,695,6950,6960,10,5,3696,4643.2,4648.0,,,conv2:10,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 695 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,696,6960,6970,10,3,3703,4652.666666666667,4655.0,,,conv2:10,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 696 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,697,6970,6980,10,2,3711,4658.5,4659.0,,,conv2:10,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 697 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,698,6980,6990,10,3,3718,4663.666666666667,4665.0,,,conv2:10,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 698 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,699,6990,7000,10,4,3724,4670.0,4672.0,,,conv2:10,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 699 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,700,7000,7010,10,4,3730,4678.5,4685.0,,,conv2:10,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 700 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,701,7010,7020,10,2,3738,4681.5,4682.0,,,conv2:10,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 701 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,702,7020,7030,10,3,3745,4690.666666666667,4695.0,,,conv2:10,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 702 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,703,7030,7040,10,4,3751,4697.25,4702.0,,,conv2:10,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 703 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,704,7040,7050,10,5,3756,4703.2,4708.0,,,conv2:10,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 704 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,705,7050,7060,10,3,3763,4712.666666666667,4715.0,,,conv2:10,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 705 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,706,7060,7070,10,2,3771,4718.5,4719.0,,,conv2:10,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 706 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,707,7070,7080,10,3,3778,4723.666666666667,4725.0,,,conv2:10,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 707 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,708,7080,7090,10,4,3784,4730.0,4732.0,,,conv2:10,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 708 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,709,7090,7100,10,4,3790,4738.5,4745.0,,,conv2:10,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 709 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,710,7100,7110,10,2,3798,4741.5,4742.0,,,conv2:10,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 710 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,711,7110,7120,10,3,3805,4750.666666666667,4755.0,,,conv2:10,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 711 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,712,7120,7130,10,4,3811,4757.25,4762.0,,,conv2:10,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 712 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,713,7130,7140,10,5,3816,4763.2,4768.0,,,conv2:10,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 713 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,714,7140,7150,10,3,3823,4772.666666666667,4775.0,,,conv2:10,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 714 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,715,7150,7160,10,2,3831,4778.5,4779.0,,,conv2:10,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 715 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,716,7160,7170,10,3,3838,4783.666666666667,4785.0,,,conv2:10,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 716 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,717,7170,7180,10,4,3844,4790.0,4792.0,,,conv2:10,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 717 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,718,7180,7190,10,4,3850,4798.5,4805.0,,,conv2:10,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 718 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,719,7190,7200,10,2,3858,4801.5,4802.0,,,conv2:10,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 719 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,720,7200,7210,10,3,3865,4810.666666666667,4815.0,,,conv2:10,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 720 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,721,7210,7220,10,4,3871,4817.25,4822.0,,,conv2:10,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 721 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,722,7220,7230,10,5,3876,4823.2,4828.0,,,conv2:10,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 722 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,723,7230,7240,10,3,3883,4832.666666666667,4835.0,,,conv2:10,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 723 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,724,7240,7250,10,2,3891,4838.5,4839.0,,,conv2:10,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 724 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,725,7250,7260,10,3,3898,4843.666666666667,4845.0,,,conv2:10,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 725 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,726,7260,7270,10,4,3904,4850.0,4852.0,,,conv2:10,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 726 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,727,7270,7280,10,4,3910,4858.5,4865.0,,,conv2:10,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 727 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,728,7280,7290,10,2,3918,4861.5,4862.0,,,conv2:10,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 728 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,729,7290,7300,10,3,3925,4870.666666666667,4875.0,,,conv2:10,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 729 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
