scope,design_id,queue_depth,repeat,max_cycles,expected_packets,delivered_packets,status,engine_completed,total_cycles,last_packet_movement_cycle,last_link_transfer_cycle,queue_full_event_count,peak_occupancy,peak_occupancy_components,per_component_queue_failures,mean_packet_latency,p95_packet_latency,electrical_energy_pj,serdes_energy_pj,eo_oe_energy_pj,optical_link_energy_pj,total_energy_pj,buffer_energy_modeled,energy_scope,transport_sha256,canonical_trace_sha256,runtime_issue_count,completion_reason,movement_after_cycle10000,delivery_after_cycle10000
b2_followup,B2-O4-L10-followup,16,0,60000,32,6,incomplete_at_max_cycles,false,60000,1886,1884,0,1,optical-00-01-demux;optical-00-01-eo-0;optical-00-01-eo-3;optical-00-01-mux;optical-00-01-oe-0;optical-00-01-oe-3;optical-00-01-waveguide;optical-01-02-demux;optical-01-02-eo-0;optical-01-02-eo-1;optical-01-02-eo-3;optical-01-02-mux;optical-01-02-oe-0;optical-01-02-oe-1;optical-01-02-oe-3;optical-01-02-waveguide;optical-02-03-demux;optical-02-03-eo-0;optical-02-03-eo-1;optical-02-03-eo-2;optical-02-03-eo-3;optical-02-03-mux;optical-02-03-oe-0;optical-02-03-oe-1;optical-02-03-oe-2;optical-02-03-oe-3;optical-02-03-waveguide;optical-03-07-demux;optical-03-07-eo-0;optical-03-07-eo-1;optical-03-07-eo-2;optical-03-07-eo-3;optical-03-07-mux;optical-03-07-oe-0;optical-03-07-oe-1;optical-03-07-oe-2;optical-03-07-oe-3;optical-03-07-waveguide;optical-04-05-demux;optical-04-05-eo-0;optical-04-05-mux;optical-04-05-oe-0;optical-04-05-waveguide;optical-05-06-demux;optical-05-06-eo-0;optical-05-06-eo-1;optical-05-06-mux;optical-05-06-oe-0;optical-05-06-oe-1;optical-05-06-waveguide;optical-06-07-demux;optical-06-07-eo-0;optical-06-07-eo-1;optical-06-07-eo-2;optical-06-07-mux;optical-06-07-oe-1;optical-06-07-oe-2;optical-06-07-waveguide;optical-07-11-demux;optical-07-11-eo-0;optical-07-11-eo-1;optical-07-11-eo-2;optical-07-11-eo-3;optical-07-11-mux;optical-07-11-oe-2;optical-07-11-waveguide;optical-08-09-eo-0;optical-08-09-mux;optical-09-10-eo-1;optical-09-10-mux;optical-10-11-demux;optical-10-11-eo-2;optical-10-11-mux;optical-10-11-oe-2;optical-10-11-waveguide;optical-11-15-demux;optical-11-15-eo-2;optical-11-15-eo-3;optical-11-15-mux;optical-11-15-oe-2;optical-11-15-waveguide;optical-12-13-eo-0;optical-13-14-eo-1;optical-13-14-mux;optical-14-15-demux;optical-14-15-eo-2;optical-14-15-mux;optical-14-15-oe-2;optical-14-15-waveguide,,1701.3333333333333,1876,2317.7440000000042,158.08000000000004,644.1599999999977,36987.456000000006,40107.43999999984,false,total_energy_excludes_optical_and_serdes_queue_buffer_read_write_energy,a18b3f1de053c6d4849bc58440edcdd4731faa8a8117510d4a9d3372ec1386d3,9b05773f4b7a93ed0f9aa6095554f9e0db3d2f8689aceaead605326c6fa5acc0,48,"Max cycle limit (60000) reached before all packets drained. pending_sources=[];pending_exact_operands=[];in_flight_flits=0;pending_arrival_flits=6;output_queues=[optical-06-07-eo-0:2,optical-07-11-eo-0:1,optical-07-11-eo-1:1,optical-07-11-eo-3:1,optical-07-11-mux:4,optical-08-09-eo-0:1,optical-08-09-mux:1,optical-09-10-eo-1:1,optical-09-10-mux:1,optical-11-15-eo-3:2,optical-12-13-eo-0:2,optical-13-14-eo-1:1,optical-13-14-mux:1];processing=[];non_idle_kernels=[optical-07-11-mux(HardwareSim.Core.Phase8OpticalRuntimeState)]",false,false
b2_followup,B2-O4-L10-followup,16,1,60000,32,6,incomplete_at_max_cycles,false,60000,1886,1884,0,1,optical-00-01-demux;optical-00-01-eo-0;optical-00-01-eo-3;optical-00-01-mux;optical-00-01-oe-0;optical-00-01-oe-3;optical-00-01-waveguide;optical-01-02-demux;optical-01-02-eo-0;optical-01-02-eo-1;optical-01-02-eo-3;optical-01-02-mux;optical-01-02-oe-0;optical-01-02-oe-1;optical-01-02-oe-3;optical-01-02-waveguide;optical-02-03-demux;optical-02-03-eo-0;optical-02-03-eo-1;optical-02-03-eo-2;optical-02-03-eo-3;optical-02-03-mux;optical-02-03-oe-0;optical-02-03-oe-1;optical-02-03-oe-2;optical-02-03-oe-3;optical-02-03-waveguide;optical-03-07-demux;optical-03-07-eo-0;optical-03-07-eo-1;optical-03-07-eo-2;optical-03-07-eo-3;optical-03-07-mux;optical-03-07-oe-0;optical-03-07-oe-1;optical-03-07-oe-2;optical-03-07-oe-3;optical-03-07-waveguide;optical-04-05-demux;optical-04-05-eo-0;optical-04-05-mux;optical-04-05-oe-0;optical-04-05-waveguide;optical-05-06-demux;optical-05-06-eo-0;optical-05-06-eo-1;optical-05-06-mux;optical-05-06-oe-0;optical-05-06-oe-1;optical-05-06-waveguide;optical-06-07-demux;optical-06-07-eo-0;optical-06-07-eo-1;optical-06-07-eo-2;optical-06-07-mux;optical-06-07-oe-1;optical-06-07-oe-2;optical-06-07-waveguide;optical-07-11-demux;optical-07-11-eo-0;optical-07-11-eo-1;optical-07-11-eo-2;optical-07-11-eo-3;optical-07-11-mux;optical-07-11-oe-2;optical-07-11-waveguide;optical-08-09-eo-0;optical-08-09-mux;optical-09-10-eo-1;optical-09-10-mux;optical-10-11-demux;optical-10-11-eo-2;optical-10-11-mux;optical-10-11-oe-2;optical-10-11-waveguide;optical-11-15-demux;optical-11-15-eo-2;optical-11-15-eo-3;optical-11-15-mux;optical-11-15-oe-2;optical-11-15-waveguide;optical-12-13-eo-0;optical-13-14-eo-1;optical-13-14-mux;optical-14-15-demux;optical-14-15-eo-2;optical-14-15-mux;optical-14-15-oe-2;optical-14-15-waveguide,,1701.3333333333333,1876,2317.7440000000042,158.08000000000004,644.1599999999977,36987.456000000006,40107.43999999984,false,total_energy_excludes_optical_and_serdes_queue_buffer_read_write_energy,a18b3f1de053c6d4849bc58440edcdd4731faa8a8117510d4a9d3372ec1386d3,9b05773f4b7a93ed0f9aa6095554f9e0db3d2f8689aceaead605326c6fa5acc0,48,"Max cycle limit (60000) reached before all packets drained. pending_sources=[];pending_exact_operands=[];in_flight_flits=0;pending_arrival_flits=6;output_queues=[optical-06-07-eo-0:2,optical-07-11-eo-0:1,optical-07-11-eo-1:1,optical-07-11-eo-3:1,optical-07-11-mux:4,optical-08-09-eo-0:1,optical-08-09-mux:1,optical-09-10-eo-1:1,optical-09-10-mux:1,optical-11-15-eo-3:2,optical-12-13-eo-0:2,optical-13-14-eo-1:1,optical-13-14-mux:1];processing=[];non_idle_kernels=[optical-07-11-mux(HardwareSim.Core.Phase8OpticalRuntimeState)]",false,false
