candidate_id,case_id,workload,traffic_scale,architecture,transport_mode,wavelengths,route_length_mm,packet_bits,encoded_bits,offered_load,seed,repeat,status,attempt_id,workload_sha256,traffic_sha256,mapping_sha256,compute_sha256,memory_sha256,endpoint_sha256,transport_sha256,invariant_pair_sha256,total_cycles,transport_cycles,throughput,mean_packet_latency,p95_packet_latency,completed_packets,serialization_cycles,conversion_cycles,electrical_backpressure,optical_backpressure,wavelength_conflicts,wavelength_occupancy,compute_critical,memory_critical,noc_critical,conversion_critical,electrical_energy_pj,serdes_energy_pj,conversion_energy_pj,optical_link_energy_pj,laser_energy_pj,tuning_energy_pj,total_transport_energy_pj,path_loss_db,received_power_dbm,receiver_margin_db,ber_status,canonical_trace_sha256,raw_path,command,host,evidence_level,claim_boundary,failure_reason
rfbr1-9cd1f2e218dfd515368d,attention_qk_s128_d64-s1-O2,attention_qk_s128_d64,1,O2,optical,2,0.04743055555555556,128,4224,,25001,1,completed,main-attempt-2,0a6c27d6511999129e735c0fdc80fe6a4aeefcbd5a9b6e114c201744a877e137,6bf98ef2de94878a39d81b75f1d71445cc6b7f54385cc6d2199195aaf0c7b335,8ee090ff7133e6dcb65abad7fd21e2d938ba51f0010c5a91624fb71b0bf4eed3,da5a2891f61ad10bd8b9ce20650ed0165a66919f489e17842bfd4ec0c575e2d5,2d97761f6df2b729d5c3c505475d4470e95fb46459d214ff8a35244330455566,8aeae81f7fab359faa212d06a0db04a69d0b95c4e8ac5b8d35b835325095e9a1,7f9d1d35481e61e021c9813100e8ff4d984cd4702ba36bc303b360cf62107aa9,8d800116f484038442f8abf95c780082251950b8ffda38160e8d1e0cd47dc0e4,452,452,0.07079646017699115,223.5,407,32,0,287,0,0,0,0.5,0,0,165,287,3776.0800000000186,218.39999999999992,887.0399999999968,16126.17599999995,0,0,21007.6959999999,1.017,-1.017,18.983,excluded_not_modeled,0512149bc2e8727058152e0e356085e439ca981e597713b73b40d217e1837899,experiments/aspdac/results/results_first_20260718/session_b_opto_noc_reduced_v1/raw/run_1/b1_main_attempt_2/rfbr1-9cd1f2e218dfd515368d-trace,dotnet run --project experiments/aspdac/tests/results_first_opto_runner/ResultsFirstOptoRunner.csproj -c Release --no-build -- reduced-b1-main,anonymous-host,production_typed_graph,XY-forward directed 4x4 subset; synthetic functional optical model; BER and silicon calibration excluded.,
rfbr1-fce9d739441b35401759,attention_qk_s128_d64-s1-O4,attention_qk_s128_d64,1,O4,optical,4,0.11816666666666667,128,4224,,25001,0,completed,main-attempt-2,0a6c27d6511999129e735c0fdc80fe6a4aeefcbd5a9b6e114c201744a877e137,6bf98ef2de94878a39d81b75f1d71445cc6b7f54385cc6d2199195aaf0c7b335,8ee090ff7133e6dcb65abad7fd21e2d938ba51f0010c5a91624fb71b0bf4eed3,da5a2891f61ad10bd8b9ce20650ed0165a66919f489e17842bfd4ec0c575e2d5,2d97761f6df2b729d5c3c505475d4470e95fb46459d214ff8a35244330455566,8aeae81f7fab359faa212d06a0db04a69d0b95c4e8ac5b8d35b835325095e9a1,2b395161704f591da8b933b9b4a187afdd6f351cc8c2cbcd4d8e2a00ea4252e2,8d800116f484038442f8abf95c780082251950b8ffda38160e8d1e0cd47dc0e4,584,584,0.0547945205479452,286,560,32,0,383,0,0,0,0.25,0,0,201,383,3640.984000000018,218.3999999999999,887.039999999997,16374.33599999996,0,0,21120.759999999937,1.2610000000000001,-1.2610000000000001,18.739,excluded_not_modeled,c1a53b98d86819b688e07c3a57dbd93e66c1ec5548cc31d9b959ef234cf91087,experiments/aspdac/results/results_first_20260718/session_b_opto_noc_reduced_v1/raw/run_1/b1_main_attempt_2/rfbr1-fce9d739441b35401759-trace,dotnet run --project experiments/aspdac/tests/results_first_opto_runner/ResultsFirstOptoRunner.csproj -c Release --no-build -- reduced-b1-main,anonymous-host,production_typed_graph,XY-forward directed 4x4 subset; synthetic functional optical model; BER and silicon calibration excluded.,
rfbr1-17a4f10994028a7d0b47,attention_qk_s128_d64-s1-O4,attention_qk_s128_d64,1,O4,optical,4,0.11816666666666667,128,4224,,25001,1,completed,main-attempt-2,0a6c27d6511999129e735c0fdc80fe6a4aeefcbd5a9b6e114c201744a877e137,6bf98ef2de94878a39d81b75f1d71445cc6b7f54385cc6d2199195aaf0c7b335,8ee090ff7133e6dcb65abad7fd21e2d938ba51f0010c5a91624fb71b0bf4eed3,da5a2891f61ad10bd8b9ce20650ed0165a66919f489e17842bfd4ec0c575e2d5,2d97761f6df2b729d5c3c505475d4470e95fb46459d214ff8a35244330455566,8aeae81f7fab359faa212d06a0db04a69d0b95c4e8ac5b8d35b835325095e9a1,2b395161704f591da8b933b9b4a187afdd6f351cc8c2cbcd4d8e2a00ea4252e2,8d800116f484038442f8abf95c780082251950b8ffda38160e8d1e0cd47dc0e4,584,584,0.0547945205479452,286,560,32,0,383,0,0,0,0.25,0,0,201,383,3640.984000000018,218.3999999999999,887.039999999997,16374.33599999996,0,0,21120.759999999937,1.2610000000000001,-1.2610000000000001,18.739,excluded_not_modeled,c1a53b98d86819b688e07c3a57dbd93e66c1ec5548cc31d9b959ef234cf91087,experiments/aspdac/results/results_first_20260718/session_b_opto_noc_reduced_v1/raw/run_1/b1_main_attempt_2/rfbr1-17a4f10994028a7d0b47-trace,dotnet run --project experiments/aspdac/tests/results_first_opto_runner/ResultsFirstOptoRunner.csproj -c Release --no-build -- reduced-b1-main,anonymous-host,production_typed_graph,XY-forward directed 4x4 subset; synthetic functional optical model; BER and silicon calibration excluded.,
rfbr1-9df5a4117aeb74842067,attention_qk_s128_d64-s2-E128,attention_qk_s128_d64,2,E128,electrical,0,0,128,8192,,25002,0,completed,main-attempt-2,0a6c27d6511999129e735c0fdc80fe6a4aeefcbd5a9b6e114c201744a877e137,48bec6193039246b4cdceaf6bbdc5131ad445394316b6b5748c0544919f08550,d405cb86ecf157bd0837325bf1ae3be29065cfbd6660f13646254542d4f98666,da5a2891f61ad10bd8b9ce20650ed0165a66919f489e17842bfd4ec0c575e2d5,2d97761f6df2b729d5c3c505475d4470e95fb46459d214ff8a35244330455566,8aeae81f7fab359faa212d06a0db04a69d0b95c4e8ac5b8d35b835325095e9a1,64bca3d1061783ec55395730454d877855e2ceefb20e57498561269fa20bc4ec,cbff9326bfcc199a89159a6fb91432c9bf0f61cda3df7587a6a40b15c6a51e2f,66,66,0.9696969696969697,26.609375,44,64,0,0,0,0,0,0,0,0,66,0,841.7279999999988,0,0,0,0,0,841.7279999999988,0,0,0,excluded_not_modeled,e7b55fd3076e4ef8e201880c1a145201886906536a7c8c420a1004862d7a6b8b,experiments/aspdac/results/results_first_20260718/session_b_opto_noc_reduced_v1/raw/run_1/b1_main_attempt_2/rfbr1-9df5a4117aeb74842067-trace,dotnet run --project experiments/aspdac/tests/results_first_opto_runner/ResultsFirstOptoRunner.csproj -c Release --no-build -- reduced-b1-main,anonymous-host,production_typed_graph,XY-forward directed 4x4 subset; synthetic functional optical model; BER and silicon calibration excluded.,
rfbr1-940b58dbceba3030b3cc,attention_qk_s128_d64-s2-E128,attention_qk_s128_d64,2,E128,electrical,0,0,128,8192,,25002,1,completed,main-attempt-2,0a6c27d6511999129e735c0fdc80fe6a4aeefcbd5a9b6e114c201744a877e137,48bec6193039246b4cdceaf6bbdc5131ad445394316b6b5748c0544919f08550,d405cb86ecf157bd0837325bf1ae3be29065cfbd6660f13646254542d4f98666,da5a2891f61ad10bd8b9ce20650ed0165a66919f489e17842bfd4ec0c575e2d5,2d97761f6df2b729d5c3c505475d4470e95fb46459d214ff8a35244330455566,8aeae81f7fab359faa212d06a0db04a69d0b95c4e8ac5b8d35b835325095e9a1,64bca3d1061783ec55395730454d877855e2ceefb20e57498561269fa20bc4ec,cbff9326bfcc199a89159a6fb91432c9bf0f61cda3df7587a6a40b15c6a51e2f,66,66,0.9696969696969697,26.609375,44,64,0,0,0,0,0,0,0,0,66,0,841.7279999999988,0,0,0,0,0,841.7279999999988,0,0,0,excluded_not_modeled,e7b55fd3076e4ef8e201880c1a145201886906536a7c8c420a1004862d7a6b8b,experiments/aspdac/results/results_first_20260718/session_b_opto_noc_reduced_v1/raw/run_1/b1_main_attempt_2/rfbr1-940b58dbceba3030b3cc-trace,dotnet run --project experiments/aspdac/tests/results_first_opto_runner/ResultsFirstOptoRunner.csproj -c Release --no-build -- reduced-b1-main,anonymous-host,production_typed_graph,XY-forward directed 4x4 subset; synthetic functional optical model; BER and silicon calibration excluded.,
rfbr1-fb217cb86a22544d7a71,attention_qk_s128_d64-s2-H4,attention_qk_s128_d64,2,H4,hybrid,4,0.13825,128,8304,,25002,0,completed,main-attempt-2,0a6c27d6511999129e735c0fdc80fe6a4aeefcbd5a9b6e114c201744a877e137,48bec6193039246b4cdceaf6bbdc5131ad445394316b6b5748c0544919f08550,d405cb86ecf157bd0837325bf1ae3be29065cfbd6660f13646254542d4f98666,da5a2891f61ad10bd8b9ce20650ed0165a66919f489e17842bfd4ec0c575e2d5,2d97761f6df2b729d5c3c505475d4470e95fb46459d214ff8a35244330455566,8aeae81f7fab359faa212d06a0db04a69d0b95c4e8ac5b8d35b835325095e9a1,1ac81e351b290eebe0d3614d3469ce62f23f4e462ae056e20b780cc7c272a837,cbff9326bfcc199a89159a6fb91432c9bf0f61cda3df7587a6a40b15c6a51e2f,356,356,0.1797752808988764,133.25,297,64,0,210,0,0,0,0.25,0,0,146,210,2013.807999999999,83.2,337.919999999999,6283.199999999998,0,0,8718.127999999995,1.2530000000000001,-1.2530000000000001,18.747,excluded_not_modeled,8d5ffba46236a2596afd5ca101e7427c982e0c794d351d518e74beeefb2636c9,experiments/aspdac/results/results_first_20260718/session_b_opto_noc_reduced_v1/raw/run_1/b1_main_attempt_2/rfbr1-fb217cb86a22544d7a71-trace,dotnet run --project experiments/aspdac/tests/results_first_opto_runner/ResultsFirstOptoRunner.csproj -c Release --no-build -- reduced-b1-main,anonymous-host,production_typed_graph,XY-forward directed 4x4 subset; synthetic functional optical model; BER and silicon calibration excluded.,
rfbr1-6463eb6de5e82cdec423,attention_qk_s128_d64-s2-H4,attention_qk_s128_d64,2,H4,hybrid,4,0.13825,128,8304,,25002,1,completed,main-attempt-2,0a6c27d6511999129e735c0fdc80fe6a4aeefcbd5a9b6e114c201744a877e137,48bec6193039246b4cdceaf6bbdc5131ad445394316b6b5748c0544919f08550,d405cb86ecf157bd0837325bf1ae3be29065cfbd6660f13646254542d4f98666,da5a2891f61ad10bd8b9ce20650ed0165a66919f489e17842bfd4ec0c575e2d5,2d97761f6df2b729d5c3c505475d4470e95fb46459d214ff8a35244330455566,8aeae81f7fab359faa212d06a0db04a69d0b95c4e8ac5b8d35b835325095e9a1,1ac81e351b290eebe0d3614d3469ce62f23f4e462ae056e20b780cc7c272a837,cbff9326bfcc199a89159a6fb91432c9bf0f61cda3df7587a6a40b15c6a51e2f,356,356,0.1797752808988764,133.25,297,64,0,210,0,0,0,0.25,0,0,146,210,2013.807999999999,83.2,337.919999999999,6283.199999999998,0,0,8718.127999999995,1.2530000000000001,-1.2530000000000001,18.747,excluded_not_modeled,8d5ffba46236a2596afd5ca101e7427c982e0c794d351d518e74beeefb2636c9,experiments/aspdac/results/results_first_20260718/session_b_opto_noc_reduced_v1/raw/run_1/b1_main_attempt_2/rfbr1-6463eb6de5e82cdec423-trace,dotnet run --project experiments/aspdac/tests/results_first_opto_runner/ResultsFirstOptoRunner.csproj -c Release --no-build -- reduced-b1-main,anonymous-host,production_typed_graph,XY-forward directed 4x4 subset; synthetic functional optical model; BER and silicon calibration excluded.,
rfbr1-ccc57f6604d591f6f726,attention_qk_s128_d64-s2-O1,attention_qk_s128_d64,2,O1,optical,1,0.01,128,8448,,25002,0,completed,main-attempt-2,0a6c27d6511999129e735c0fdc80fe6a4aeefcbd5a9b6e114c201744a877e137,48bec6193039246b4cdceaf6bbdc5131ad445394316b6b5748c0544919f08550,d405cb86ecf157bd0837325bf1ae3be29065cfbd6660f13646254542d4f98666,da5a2891f61ad10bd8b9ce20650ed0165a66919f489e17842bfd4ec0c575e2d5,2d97761f6df2b729d5c3c505475d4470e95fb46459d214ff8a35244330455566,8aeae81f7fab359faa212d06a0db04a69d0b95c4e8ac5b8d35b835325095e9a1,4123455e3f16154c8cb3b9b17fd683b3d5865f8a7f2ce4e1ee2be584e9240c13,cbff9326bfcc199a89159a6fb91432c9bf0f61cda3df7587a6a40b15c6a51e2f,490,490,0.1306122448979592,238.65625,412,64,0,378,0,0,0,0,0,0,112,378,7165.376000000052,436.79999999999995,1774.0799999999956,16033.247999999965,0,0,25409.50399999978,0.002,-0.002,19.998,excluded_not_modeled,3ee19f39c0ce3d6a1cbe0ce103a27edad50220cba860c3cd5fd508fec568b4f0,experiments/aspdac/results/results_first_20260718/session_b_opto_noc_reduced_v1/raw/run_1/b1_main_attempt_2/rfbr1-ccc57f6604d591f6f726-trace,dotnet run --project experiments/aspdac/tests/results_first_opto_runner/ResultsFirstOptoRunner.csproj -c Release --no-build -- reduced-b1-main,anonymous-host,production_typed_graph,XY-forward directed 4x4 subset; synthetic functional optical model; BER and silicon calibration excluded.,
rfbr1-ee53e17bbdf58e4d0fce,attention_qk_s128_d64-s2-O1,attention_qk_s128_d64,2,O1,optical,1,0.01,128,8448,,25002,1,completed,main-attempt-2,0a6c27d6511999129e735c0fdc80fe6a4aeefcbd5a9b6e114c201744a877e137,48bec6193039246b4cdceaf6bbdc5131ad445394316b6b5748c0544919f08550,d405cb86ecf157bd0837325bf1ae3be29065cfbd6660f13646254542d4f98666,da5a2891f61ad10bd8b9ce20650ed0165a66919f489e17842bfd4ec0c575e2d5,2d97761f6df2b729d5c3c505475d4470e95fb46459d214ff8a35244330455566,8aeae81f7fab359faa212d06a0db04a69d0b95c4e8ac5b8d35b835325095e9a1,4123455e3f16154c8cb3b9b17fd683b3d5865f8a7f2ce4e1ee2be584e9240c13,cbff9326bfcc199a89159a6fb91432c9bf0f61cda3df7587a6a40b15c6a51e2f,490,490,0.1306122448979592,238.65625,412,64,0,378,0,0,0,0,0,0,112,378,7165.376000000052,436.79999999999995,1774.0799999999956,16033.247999999965,0,0,25409.50399999978,0.002,-0.002,19.998,excluded_not_modeled,3ee19f39c0ce3d6a1cbe0ce103a27edad50220cba860c3cd5fd508fec568b4f0,experiments/aspdac/results/results_first_20260718/session_b_opto_noc_reduced_v1/raw/run_1/b1_main_attempt_2/rfbr1-ee53e17bbdf58e4d0fce-trace,dotnet run --project experiments/aspdac/tests/results_first_opto_runner/ResultsFirstOptoRunner.csproj -c Release --no-build -- reduced-b1-main,anonymous-host,production_typed_graph,XY-forward directed 4x4 subset; synthetic functional optical model; BER and silicon calibration excluded.,
rfbr1-cc34e4a47d08c2d57249,attention_qk_s128_d64-s2-O2,attention_qk_s128_d64,2,O2,optical,2,0.04743055555555556,128,8448,,25002,0,completed,main-attempt-2,0a6c27d6511999129e735c0fdc80fe6a4aeefcbd5a9b6e114c201744a877e137,48bec6193039246b4cdceaf6bbdc5131ad445394316b6b5748c0544919f08550,d405cb86ecf157bd0837325bf1ae3be29065cfbd6660f13646254542d4f98666,da5a2891f61ad10bd8b9ce20650ed0165a66919f489e17842bfd4ec0c575e2d5,2d97761f6df2b729d5c3c505475d4470e95fb46459d214ff8a35244330455566,8aeae81f7fab359faa212d06a0db04a69d0b95c4e8ac5b8d35b835325095e9a1,7f9d1d35481e61e021c9813100e8ff4d984cd4702ba36bc303b360cf62107aa9,cbff9326bfcc199a89159a6fb91432c9bf0f61cda3df7587a6a40b15c6a51e2f,563,563,0.11367673179396093,266.34375,426,64,0,397,0,0,0,0.5,0,0,166,397,7552.160000000059,436.79999999999984,1774.0799999999945,32252.3519999998,0,0,42015.391999999665,1.017,-1.017,18.983,excluded_not_modeled,70bfa6902e3162cc51b6f2b3f4497cb6c570335a6ff3808dd883a30cc2af0155,experiments/aspdac/results/results_first_20260718/session_b_opto_noc_reduced_v1/raw/run_1/b1_main_attempt_2/rfbr1-cc34e4a47d08c2d57249-trace,dotnet run --project experiments/aspdac/tests/results_first_opto_runner/ResultsFirstOptoRunner.csproj -c Release --no-build -- reduced-b1-main,anonymous-host,production_typed_graph,XY-forward directed 4x4 subset; synthetic functional optical model; BER and silicon calibration excluded.,
rfbr1-8d69dd87b6e0ad4187c4,attention_qk_s128_d64-s2-O2,attention_qk_s128_d64,2,O2,optical,2,0.04743055555555556,128,8448,,25002,1,completed,main-attempt-2,0a6c27d6511999129e735c0fdc80fe6a4aeefcbd5a9b6e114c201744a877e137,48bec6193039246b4cdceaf6bbdc5131ad445394316b6b5748c0544919f08550,d405cb86ecf157bd0837325bf1ae3be29065cfbd6660f13646254542d4f98666,da5a2891f61ad10bd8b9ce20650ed0165a66919f489e17842bfd4ec0c575e2d5,2d97761f6df2b729d5c3c505475d4470e95fb46459d214ff8a35244330455566,8aeae81f7fab359faa212d06a0db04a69d0b95c4e8ac5b8d35b835325095e9a1,7f9d1d35481e61e021c9813100e8ff4d984cd4702ba36bc303b360cf62107aa9,cbff9326bfcc199a89159a6fb91432c9bf0f61cda3df7587a6a40b15c6a51e2f,563,563,0.11367673179396093,266.34375,426,64,0,397,0,0,0,0.5,0,0,166,397,7552.160000000059,436.79999999999984,1774.0799999999945,32252.3519999998,0,0,42015.391999999665,1.017,-1.017,18.983,excluded_not_modeled,70bfa6902e3162cc51b6f2b3f4497cb6c570335a6ff3808dd883a30cc2af0155,experiments/aspdac/results/results_first_20260718/session_b_opto_noc_reduced_v1/raw/run_1/b1_main_attempt_2/rfbr1-8d69dd87b6e0ad4187c4-trace,dotnet run --project experiments/aspdac/tests/results_first_opto_runner/ResultsFirstOptoRunner.csproj -c Release --no-build -- reduced-b1-main,anonymous-host,production_typed_graph,XY-forward directed 4x4 subset; synthetic functional optical model; BER and silicon calibration excluded.,
rfbr1-026d6eef8125883f7cd8,attention_qk_s128_d64-s2-O4,attention_qk_s128_d64,2,O4,optical,4,0.11816666666666667,128,8448,,25002,0,completed,main-attempt-2,0a6c27d6511999129e735c0fdc80fe6a4aeefcbd5a9b6e114c201744a877e137,48bec6193039246b4cdceaf6bbdc5131ad445394316b6b5748c0544919f08550,d405cb86ecf157bd0837325bf1ae3be29065cfbd6660f13646254542d4f98666,da5a2891f61ad10bd8b9ce20650ed0165a66919f489e17842bfd4ec0c575e2d5,2d97761f6df2b729d5c3c505475d4470e95fb46459d214ff8a35244330455566,8aeae81f7fab359faa212d06a0db04a69d0b95c4e8ac5b8d35b835325095e9a1,2b395161704f591da8b933b9b4a187afdd6f351cc8c2cbcd4d8e2a00ea4252e2,cbff9326bfcc199a89159a6fb91432c9bf0f61cda3df7587a6a40b15c6a51e2f,731,731,0.08755129958960328,362.546875,661,64,0,579,0,0,0,0.25,0,0,152,579,7281.968000000066,436.7999999999998,1774.0799999999945,32748.671999999846,0,0,42241.51999999949,1.2610000000000001,-1.2610000000000001,18.739,excluded_not_modeled,20445c8973e8442a2e0bfd29673f778effe32ebf5b5996402d3589e2243e50e2,experiments/aspdac/results/results_first_20260718/session_b_opto_noc_reduced_v1/raw/run_1/b1_main_attempt_2/rfbr1-026d6eef8125883f7cd8-trace,dotnet run --project experiments/aspdac/tests/results_first_opto_runner/ResultsFirstOptoRunner.csproj -c Release --no-build -- reduced-b1-main,anonymous-host,production_typed_graph,XY-forward directed 4x4 subset; synthetic functional optical model; BER and silicon calibration excluded.,
rfbr1-368e24042bffe9ce0d3e,attention_qk_s128_d64-s2-O4,attention_qk_s128_d64,2,O4,optical,4,0.11816666666666667,128,8448,,25002,1,completed,main-attempt-2,0a6c27d6511999129e735c0fdc80fe6a4aeefcbd5a9b6e114c201744a877e137,48bec6193039246b4cdceaf6bbdc5131ad445394316b6b5748c0544919f08550,d405cb86ecf157bd0837325bf1ae3be29065cfbd6660f13646254542d4f98666,da5a2891f61ad10bd8b9ce20650ed0165a66919f489e17842bfd4ec0c575e2d5,2d97761f6df2b729d5c3c505475d4470e95fb46459d214ff8a35244330455566,8aeae81f7fab359faa212d06a0db04a69d0b95c4e8ac5b8d35b835325095e9a1,2b395161704f591da8b933b9b4a187afdd6f351cc8c2cbcd4d8e2a00ea4252e2,cbff9326bfcc199a89159a6fb91432c9bf0f61cda3df7587a6a40b15c6a51e2f,731,731,0.08755129958960328,362.546875,661,64,0,579,0,0,0,0.25,0,0,152,579,7281.968000000066,436.7999999999998,1774.0799999999945,32748.671999999846,0,0,42241.51999999949,1.2610000000000001,-1.2610000000000001,18.739,excluded_not_modeled,20445c8973e8442a2e0bfd29673f778effe32ebf5b5996402d3589e2243e50e2,experiments/aspdac/results/results_first_20260718/session_b_opto_noc_reduced_v1/raw/run_1/b1_main_attempt_2/rfbr1-368e24042bffe9ce0d3e-trace,dotnet run --project experiments/aspdac/tests/results_first_opto_runner/ResultsFirstOptoRunner.csproj -c Release --no-build -- reduced-b1-main,anonymous-host,production_typed_graph,XY-forward directed 4x4 subset; synthetic functional optical model; BER and silicon calibration excluded.,
rfbr1-14346a3446046c3536de,attention_qk_s128_d64-s4-E128,attention_qk_s128_d64,4,E128,electrical,0,0,128,16384,,25004,0,completed,main-attempt-2,0a6c27d6511999129e735c0fdc80fe6a4aeefcbd5a9b6e114c201744a877e137,8c5191c8c1bf4228a23ac59c523a2467462ac8c33f8fbe96316918c3fa9f9395,3f4e4568a4bcccb4cc8a732d4842e9d2ddf2a9b5190f8df0f24819631d384f9e,da5a2891f61ad10bd8b9ce20650ed0165a66919f489e17842bfd4ec0c575e2d5,2d97761f6df2b729d5c3c505475d4470e95fb46459d214ff8a35244330455566,8aeae81f7fab359faa212d06a0db04a69d0b95c4e8ac5b8d35b835325095e9a1,64bca3d1061783ec55395730454d877855e2ceefb20e57498561269fa20bc4ec,ee938324ba131a5dcca69e555c2de913fb9180bcb1ad26561741670e12736ee7,108,108,1.1851851851851851,44.34375,86,128,0,0,0,0,0,0,0,0,108,0,1683.4559999999915,0,0,0,0,0,1683.4559999999915,0,0,0,excluded_not_modeled,176bc4ae24bbb89fe5e2336aa1e184e92ea9a36df5cba711239f8729ccd146cf,experiments/aspdac/results/results_first_20260718/session_b_opto_noc_reduced_v1/raw/run_1/b1_main_attempt_2/rfbr1-14346a3446046c3536de-trace,dotnet run --project experiments/aspdac/tests/results_first_opto_runner/ResultsFirstOptoRunner.csproj -c Release --no-build -- reduced-b1-main,anonymous-host,production_typed_graph,XY-forward directed 4x4 subset; synthetic functional optical model; BER and silicon calibration excluded.,
rfbr1-8d40ed33f8a1b4608399,attention_qk_s128_d64-s4-E128,attention_qk_s128_d64,4,E128,electrical,0,0,128,16384,,25004,1,completed,main-attempt-2,0a6c27d6511999129e735c0fdc80fe6a4aeefcbd5a9b6e114c201744a877e137,8c5191c8c1bf4228a23ac59c523a2467462ac8c33f8fbe96316918c3fa9f9395,3f4e4568a4bcccb4cc8a732d4842e9d2ddf2a9b5190f8df0f24819631d384f9e,da5a2891f61ad10bd8b9ce20650ed0165a66919f489e17842bfd4ec0c575e2d5,2d97761f6df2b729d5c3c505475d4470e95fb46459d214ff8a35244330455566,8aeae81f7fab359faa212d06a0db04a69d0b95c4e8ac5b8d35b835325095e9a1,64bca3d1061783ec55395730454d877855e2ceefb20e57498561269fa20bc4ec,ee938324ba131a5dcca69e555c2de913fb9180bcb1ad26561741670e12736ee7,108,108,1.1851851851851851,44.34375,86,128,0,0,0,0,0,0,0,0,108,0,1683.4559999999915,0,0,0,0,0,1683.4559999999915,0,0,0,excluded_not_modeled,176bc4ae24bbb89fe5e2336aa1e184e92ea9a36df5cba711239f8729ccd146cf,experiments/aspdac/results/results_first_20260718/session_b_opto_noc_reduced_v1/raw/run_1/b1_main_attempt_2/rfbr1-8d40ed33f8a1b4608399-trace,dotnet run --project experiments/aspdac/tests/results_first_opto_runner/ResultsFirstOptoRunner.csproj -c Release --no-build -- reduced-b1-main,anonymous-host,production_typed_graph,XY-forward directed 4x4 subset; synthetic functional optical model; BER and silicon calibration excluded.,
rfbr1-b546e6c67bb9b1f97191,attention_qk_s128_d64-s4-H4,attention_qk_s128_d64,4,H4,hybrid,4,0.13825,128,16608,,25004,0,completed,main-attempt-2,0a6c27d6511999129e735c0fdc80fe6a4aeefcbd5a9b6e114c201744a877e137,8c5191c8c1bf4228a23ac59c523a2467462ac8c33f8fbe96316918c3fa9f9395,3f4e4568a4bcccb4cc8a732d4842e9d2ddf2a9b5190f8df0f24819631d384f9e,da5a2891f61ad10bd8b9ce20650ed0165a66919f489e17842bfd4ec0c575e2d5,2d97761f6df2b729d5c3c505475d4470e95fb46459d214ff8a35244330455566,8aeae81f7fab359faa212d06a0db04a69d0b95c4e8ac5b8d35b835325095e9a1,1ac81e351b290eebe0d3614d3469ce62f23f4e462ae056e20b780cc7c272a837,ee938324ba131a5dcca69e555c2de913fb9180bcb1ad26561741670e12736ee7,547,547,0.2340036563071298,227.7109375,450,128,0,370,0,0,0,0.25,0,0,177,370,4027.61600000003,166.4,675.8399999999982,12566.399999999972,0,0,17436.255999999998,1.2530000000000001,-1.2530000000000001,18.747,excluded_not_modeled,db388e0b6d22d5a0bcc7b8250ea2575cba373fde4752e5228d90bee0d0f73afe,experiments/aspdac/results/results_first_20260718/session_b_opto_noc_reduced_v1/raw/run_1/b1_main_attempt_2/rfbr1-b546e6c67bb9b1f97191-trace,dotnet run --project experiments/aspdac/tests/results_first_opto_runner/ResultsFirstOptoRunner.csproj -c Release --no-build -- reduced-b1-main,anonymous-host,production_typed_graph,XY-forward directed 4x4 subset; synthetic functional optical model; BER and silicon calibration excluded.,
rfbr1-84940f7b2bdf92e1c94f,attention_qk_s128_d64-s4-H4,attention_qk_s128_d64,4,H4,hybrid,4,0.13825,128,16608,,25004,1,completed,main-attempt-2,0a6c27d6511999129e735c0fdc80fe6a4aeefcbd5a9b6e114c201744a877e137,8c5191c8c1bf4228a23ac59c523a2467462ac8c33f8fbe96316918c3fa9f9395,3f4e4568a4bcccb4cc8a732d4842e9d2ddf2a9b5190f8df0f24819631d384f9e,da5a2891f61ad10bd8b9ce20650ed0165a66919f489e17842bfd4ec0c575e2d5,2d97761f6df2b729d5c3c505475d4470e95fb46459d214ff8a35244330455566,8aeae81f7fab359faa212d06a0db04a69d0b95c4e8ac5b8d35b835325095e9a1,1ac81e351b290eebe0d3614d3469ce62f23f4e462ae056e20b780cc7c272a837,ee938324ba131a5dcca69e555c2de913fb9180bcb1ad26561741670e12736ee7,547,547,0.2340036563071298,227.7109375,450,128,0,370,0,0,0,0.25,0,0,177,370,4027.61600000003,166.4,675.8399999999982,12566.399999999972,0,0,17436.255999999998,1.2530000000000001,-1.2530000000000001,18.747,excluded_not_modeled,db388e0b6d22d5a0bcc7b8250ea2575cba373fde4752e5228d90bee0d0f73afe,experiments/aspdac/results/results_first_20260718/session_b_opto_noc_reduced_v1/raw/run_1/b1_main_attempt_2/rfbr1-84940f7b2bdf92e1c94f-trace,dotnet run --project experiments/aspdac/tests/results_first_opto_runner/ResultsFirstOptoRunner.csproj -c Release --no-build -- reduced-b1-main,anonymous-host,production_typed_graph,XY-forward directed 4x4 subset; synthetic functional optical model; BER and silicon calibration excluded.,
