K,M,N,accuracy,actual_output_hash,axis_case_id,axis_mode,axis_profile_id,axis_repeat,candidate_id,canonical_trace_hash,case_id,columns,completed_macs,compute_cycles,compute_timing_distinguishes_arithmetic_profile,compute_utilization_pct,config_hash,conversion_cycles,conversion_energy_pj,correct,dataset_hash,dominant_service,evidence_level,exact_encoded_bits,expected_output_hash,experiment_name,functional_wall_seconds,image_count,images,input_elements,internal_repeats,layer_count,layer_id,layer_kind,logical_bits,lowering_hash,mapping_hash,memory_cycles,mode,model_hash,noc_cycles,non_finite_values,output_elements,packet_count,packetized_bits,padding_bits,passed,payload_bits_per_element,peak_gpu_memory_bytes,post_op_cycles,post_op_elements_per_image,prediction_hash,profile_id,provider,raw_path,repeat,repeat_exact,rows,scenario,seed,sequential_cycles,status,total_cycles,transport_hash,weight_elements,workload_hash
,,,,05397d5c9f9ba55003d892499cfe64a9e3d6405715ea77541442c4356fb63f0b,accumulation_15x10,,fp32_a32,1,c-9de02950d56da104,,accumulation_15x10,10,,,,,ddef5c3a066d4b40ce57809b4469a0b7211f41f29ff8caca4494df1e97230f41,,,,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,,exact,True,05397d5c9f9ba55003d892499cfe64a9e3d6405715ea77541442c4356fb63f0b,mnist_pe_kernel_conformance,,,,,,,,,,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,,,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,,,10,,,,True,,,,,functional_candidate_binding_deferred_to_pair_analysis,fp32_a32,stage,experiments/aspdac/results/mnist_pe_precision_20260717/raw/mnist_pe_kernel_conformance/c-9de02950d56da104.json,1,,15,mnist_pe_kernel_conformance,7410,,completed,,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be
,,,,b87fbc56c653e6f80e94235836358d6985ea91a7941ef7d5c26e5005e9f16463,fp8_tie_even_10x7,,fp8_a16,1,c-a181036441acc1a0,,fp8_tie_even_10x7,7,,,,,ddef5c3a066d4b40ce57809b4469a0b7211f41f29ff8caca4494df1e97230f41,,,,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,,exact,True,b87fbc56c653e6f80e94235836358d6985ea91a7941ef7d5c26e5005e9f16463,mnist_pe_kernel_conformance,,,,,,,,,,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,,,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,,,7,,,,True,,,,,functional_candidate_binding_deferred_to_pair_analysis,fp8_a16,stage,experiments/aspdac/results/mnist_pe_precision_20260717/raw/mnist_pe_kernel_conformance/c-a181036441acc1a0.json,1,,10,mnist_pe_kernel_conformance,7405,,completed,,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be
,,,,21801cf1872df9d1a82d5263dfe7fb789b106f5012bdd791142df76f0ff5f6b1,normal_mixed_5x3,,fp16_a16,0,c-a1ef41f4b22edd76,,normal_mixed_5x3,3,,,,,ddef5c3a066d4b40ce57809b4469a0b7211f41f29ff8caca4494df1e97230f41,,,,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,,exact,True,21801cf1872df9d1a82d5263dfe7fb789b106f5012bdd791142df76f0ff5f6b1,mnist_pe_kernel_conformance,,,,,,,,,,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,,,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,,,3,,,,True,,,,,functional_candidate_binding_deferred_to_pair_analysis,fp16_a16,stage,experiments/aspdac/results/mnist_pe_precision_20260717/raw/mnist_pe_kernel_conformance/c-a1ef41f4b22edd76.json,0,,5,mnist_pe_kernel_conformance,7401,,completed,,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be
,,,,00ab2eb44103eb10c310778d9bad16ee9127e37f3b28a918423fadc46b000143,fp8_finite_range_11x8,,fp8_a16,0,c-a2a2c2266dc97fe7,,fp8_finite_range_11x8,8,,,,,ddef5c3a066d4b40ce57809b4469a0b7211f41f29ff8caca4494df1e97230f41,,,,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,,exact,True,00ab2eb44103eb10c310778d9bad16ee9127e37f3b28a918423fadc46b000143,mnist_pe_kernel_conformance,,,,,,,,,,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,,,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,,,8,,,,True,,,,,functional_candidate_binding_deferred_to_pair_analysis,fp8_a16,stage,experiments/aspdac/results/mnist_pe_precision_20260717/raw/mnist_pe_kernel_conformance/c-a2a2c2266dc97fe7.json,0,,11,mnist_pe_kernel_conformance,7406,,completed,,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be
,,,,a8e8bdf3d78f0281929fb17a1bf39593182f91d4387e58818c3da554a9795268,rectangular_13x3,,fp16_a16,0,c-a519a405550c0e63,,rectangular_13x3,3,,,,,ddef5c3a066d4b40ce57809b4469a0b7211f41f29ff8caca4494df1e97230f41,,,,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,,exact,True,a8e8bdf3d78f0281929fb17a1bf39593182f91d4387e58818c3da554a9795268,mnist_pe_kernel_conformance,,,,,,,,,,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,,,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,,,3,,,,True,,,,,functional_candidate_binding_deferred_to_pair_analysis,fp16_a16,stage,experiments/aspdac/results/mnist_pe_precision_20260717/raw/mnist_pe_kernel_conformance/c-a519a405550c0e63.json,0,,13,mnist_pe_kernel_conformance,7409,,completed,,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be
,,,,8f9b039234b2c2f26d3baf8f3aa34293d32f0e81cd7e2d412de07f3620acf942,negative_zero_1x1,,fp32_a32,1,c-a6312201c8e206e9,,negative_zero_1x1,1,,,,,ddef5c3a066d4b40ce57809b4469a0b7211f41f29ff8caca4494df1e97230f41,,,,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,,exact,True,8f9b039234b2c2f26d3baf8f3aa34293d32f0e81cd7e2d412de07f3620acf942,mnist_pe_kernel_conformance,,,,,,,,,,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,,,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,,,1,,,,True,,,,,functional_candidate_binding_deferred_to_pair_analysis,fp32_a32,stage,experiments/aspdac/results/mnist_pe_precision_20260717/raw/mnist_pe_kernel_conformance/c-a6312201c8e206e9.json,1,,1,mnist_pe_kernel_conformance,7408,,completed,,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be
,,,,5e99787fe340e767ce74af79989cada1848e84298c7da4244eb241d9a2b3ef42,wide_range_17x13,,fp8_a16,0,c-aa43810e8985b261,,wide_range_17x13,13,,,,,ddef5c3a066d4b40ce57809b4469a0b7211f41f29ff8caca4494df1e97230f41,,,,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,,exact,True,5e99787fe340e767ce74af79989cada1848e84298c7da4244eb241d9a2b3ef42,mnist_pe_kernel_conformance,,,,,,,,,,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,,,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,,,13,,,,True,,,,,functional_candidate_binding_deferred_to_pair_analysis,fp8_a16,stage,experiments/aspdac/results/mnist_pe_precision_20260717/raw/mnist_pe_kernel_conformance/c-aa43810e8985b261.json,0,,17,mnist_pe_kernel_conformance,7411,,completed,,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be
,,,,b73018d0a18441707522a14be4442b1ca7130b8525529ec9cf670cd0898d1ef1,fp8_tie_even_10x7,,fp32_a32,1,c-b16685b11696c441,,fp8_tie_even_10x7,7,,,,,ddef5c3a066d4b40ce57809b4469a0b7211f41f29ff8caca4494df1e97230f41,,,,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,,exact,True,b73018d0a18441707522a14be4442b1ca7130b8525529ec9cf670cd0898d1ef1,mnist_pe_kernel_conformance,,,,,,,,,,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,,,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,,,7,,,,True,,,,,functional_candidate_binding_deferred_to_pair_analysis,fp32_a32,stage,experiments/aspdac/results/mnist_pe_precision_20260717/raw/mnist_pe_kernel_conformance/c-b16685b11696c441.json,1,,10,mnist_pe_kernel_conformance,7405,,completed,,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be
,,,,ef49749e0cfb17ca9cf56df21e622c5e3adc95716e9d73f701e6bb94aacfdc0c,fp8_subnormal_8x5,,fp8_a16,1,c-b61678916a442fef,,fp8_subnormal_8x5,5,,,,,ddef5c3a066d4b40ce57809b4469a0b7211f41f29ff8caca4494df1e97230f41,,,,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,,exact,True,ef49749e0cfb17ca9cf56df21e622c5e3adc95716e9d73f701e6bb94aacfdc0c,mnist_pe_kernel_conformance,,,,,,,,,,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,,,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,,,5,,,,True,,,,,functional_candidate_binding_deferred_to_pair_analysis,fp8_a16,stage,experiments/aspdac/results/mnist_pe_precision_20260717/raw/mnist_pe_kernel_conformance/c-b61678916a442fef.json,1,,8,mnist_pe_kernel_conformance,7403,,completed,,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be
,,,,a381e592554737104eb4cf06080cbc595202a5b07c40aa1ef8c66534b28fefac,half_tie_even_9x6,,fp32_a32,1,c-b8b7b7b9cacc99e3,,half_tie_even_9x6,6,,,,,ddef5c3a066d4b40ce57809b4469a0b7211f41f29ff8caca4494df1e97230f41,,,,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,,exact,True,a381e592554737104eb4cf06080cbc595202a5b07c40aa1ef8c66534b28fefac,mnist_pe_kernel_conformance,,,,,,,,,,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,,,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,,,6,,,,True,,,,,functional_candidate_binding_deferred_to_pair_analysis,fp32_a32,stage,experiments/aspdac/results/mnist_pe_precision_20260717/raw/mnist_pe_kernel_conformance/c-b8b7b7b9cacc99e3.json,1,,9,mnist_pe_kernel_conformance,7404,,completed,,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be
,,,,b87fbc56c653e6f80e94235836358d6985ea91a7941ef7d5c26e5005e9f16463,fp8_tie_even_10x7,,fp8_a16,0,c-bb0e06dbd56944de,,fp8_tie_even_10x7,7,,,,,ddef5c3a066d4b40ce57809b4469a0b7211f41f29ff8caca4494df1e97230f41,,,,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,,exact,True,b87fbc56c653e6f80e94235836358d6985ea91a7941ef7d5c26e5005e9f16463,mnist_pe_kernel_conformance,,,,,,,,,,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,,,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,,,7,,,,True,,,,,functional_candidate_binding_deferred_to_pair_analysis,fp8_a16,stage,experiments/aspdac/results/mnist_pe_precision_20260717/raw/mnist_pe_kernel_conformance/c-bb0e06dbd56944de.json,0,,10,mnist_pe_kernel_conformance,7405,,completed,,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be
,,,,25e1dd3337ab8b9df70383f1c666e0891be852ddd13c91258148220d3a0f3779,fp8_tie_even_10x7,,fp16_a16,0,c-bbde26d93cd19293,,fp8_tie_even_10x7,7,,,,,ddef5c3a066d4b40ce57809b4469a0b7211f41f29ff8caca4494df1e97230f41,,,,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,,exact,True,25e1dd3337ab8b9df70383f1c666e0891be852ddd13c91258148220d3a0f3779,mnist_pe_kernel_conformance,,,,,,,,,,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,,,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,,,7,,,,True,,,,,functional_candidate_binding_deferred_to_pair_analysis,fp16_a16,stage,experiments/aspdac/results/mnist_pe_precision_20260717/raw/mnist_pe_kernel_conformance/c-bbde26d93cd19293.json,0,,10,mnist_pe_kernel_conformance,7405,,completed,,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be
,,,,20e7b941c01dc17376d267a157dc7e70c0d88892da05cbc40924a91a551f0787,accumulation_15x10,,fp8_a16,0,c-bcf7a7507e827296,,accumulation_15x10,10,,,,,ddef5c3a066d4b40ce57809b4469a0b7211f41f29ff8caca4494df1e97230f41,,,,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,,exact,True,20e7b941c01dc17376d267a157dc7e70c0d88892da05cbc40924a91a551f0787,mnist_pe_kernel_conformance,,,,,,,,,,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,,,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,,,10,,,,True,,,,,functional_candidate_binding_deferred_to_pair_analysis,fp8_a16,stage,experiments/aspdac/results/mnist_pe_precision_20260717/raw/mnist_pe_kernel_conformance/c-bcf7a7507e827296.json,0,,15,mnist_pe_kernel_conformance,7410,,completed,,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be
,,,,1e53b2b7a6cb41c691ed15212ed09166f747bccd105ff709264567bfcbdac83a,wide_range_17x13,,fp8_a8,1,c-bdcc4ce78746546e,,wide_range_17x13,13,,,,,ddef5c3a066d4b40ce57809b4469a0b7211f41f29ff8caca4494df1e97230f41,,,,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,,exact,True,1e53b2b7a6cb41c691ed15212ed09166f747bccd105ff709264567bfcbdac83a,mnist_pe_kernel_conformance,,,,,,,,,,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,,,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,,,13,,,,True,,,,,functional_candidate_binding_deferred_to_pair_analysis,fp8_a8,stage,experiments/aspdac/results/mnist_pe_precision_20260717/raw/mnist_pe_kernel_conformance/c-bdcc4ce78746546e.json,1,,17,mnist_pe_kernel_conformance,7411,,completed,,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be
,,,,486b9704247f8b31a5e4331f10f0aa542b57dbfbb2fa88a7b5364b4bd167eb81,half_tie_even_9x6,,fp8_a16,1,c-c075f578bfc16b45,,half_tie_even_9x6,6,,,,,ddef5c3a066d4b40ce57809b4469a0b7211f41f29ff8caca4494df1e97230f41,,,,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,,exact,True,486b9704247f8b31a5e4331f10f0aa542b57dbfbb2fa88a7b5364b4bd167eb81,mnist_pe_kernel_conformance,,,,,,,,,,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,,,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,,,6,,,,True,,,,,functional_candidate_binding_deferred_to_pair_analysis,fp8_a16,stage,experiments/aspdac/results/mnist_pe_precision_20260717/raw/mnist_pe_kernel_conformance/c-c075f578bfc16b45.json,1,,9,mnist_pe_kernel_conformance,7404,,completed,,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be
,,,,794081d84b6f0b9e7cc5125940878d0304ba0c21e8bf76889cdd61aaaeedc4c8,finite_saturation_12x9,,fp8_a16,0,c-c0efec6a8ac17a4f,,finite_saturation_12x9,9,,,,,ddef5c3a066d4b40ce57809b4469a0b7211f41f29ff8caca4494df1e97230f41,,,,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,,exact,True,794081d84b6f0b9e7cc5125940878d0304ba0c21e8bf76889cdd61aaaeedc4c8,mnist_pe_kernel_conformance,,,,,,,,,,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,,,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,,,9,,,,True,,,,,functional_candidate_binding_deferred_to_pair_analysis,fp8_a16,stage,experiments/aspdac/results/mnist_pe_precision_20260717/raw/mnist_pe_kernel_conformance/c-c0efec6a8ac17a4f.json,0,,12,mnist_pe_kernel_conformance,7407,,completed,,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be
,,,,2965b0a45db9c60ff96b693108b8e3cb319186fb3744404625e33d404f5ce32e,normal_mixed_5x3,,fp8_a16,1,c-c193c1bbea7f5d2a,,normal_mixed_5x3,3,,,,,ddef5c3a066d4b40ce57809b4469a0b7211f41f29ff8caca4494df1e97230f41,,,,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,,exact,True,2965b0a45db9c60ff96b693108b8e3cb319186fb3744404625e33d404f5ce32e,mnist_pe_kernel_conformance,,,,,,,,,,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,,,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,,,3,,,,True,,,,,functional_candidate_binding_deferred_to_pair_analysis,fp8_a16,stage,experiments/aspdac/results/mnist_pe_precision_20260717/raw/mnist_pe_kernel_conformance/c-c193c1bbea7f5d2a.json,1,,5,mnist_pe_kernel_conformance,7401,,completed,,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be
,,,,729eafdf4fa66b3e7973856ec8eb55a6f8f80152ab6fe4a95a010f8935d23b06,normal_small_3x2,,fp16_a16,1,c-c59dbf2bd7bf77a7,,normal_small_3x2,2,,,,,ddef5c3a066d4b40ce57809b4469a0b7211f41f29ff8caca4494df1e97230f41,,,,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,,exact,True,729eafdf4fa66b3e7973856ec8eb55a6f8f80152ab6fe4a95a010f8935d23b06,mnist_pe_kernel_conformance,,,,,,,,,,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,,,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,,,2,,,,True,,,,,functional_candidate_binding_deferred_to_pair_analysis,fp16_a16,stage,experiments/aspdac/results/mnist_pe_precision_20260717/raw/mnist_pe_kernel_conformance/c-c59dbf2bd7bf77a7.json,1,,3,mnist_pe_kernel_conformance,7400,,completed,,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be
,,,,e877e2dbb37c9f6e30c241ba86490057e67a9f41ed809676e7ecc7c23a7aecda,fp8_finite_range_11x8,,fp32_a32,1,c-c5b784e47ce681cb,,fp8_finite_range_11x8,8,,,,,ddef5c3a066d4b40ce57809b4469a0b7211f41f29ff8caca4494df1e97230f41,,,,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,,exact,True,e877e2dbb37c9f6e30c241ba86490057e67a9f41ed809676e7ecc7c23a7aecda,mnist_pe_kernel_conformance,,,,,,,,,,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,,,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,,,8,,,,True,,,,,functional_candidate_binding_deferred_to_pair_analysis,fp32_a32,stage,experiments/aspdac/results/mnist_pe_precision_20260717/raw/mnist_pe_kernel_conformance/c-c5b784e47ce681cb.json,1,,11,mnist_pe_kernel_conformance,7406,,completed,,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be
,,,,fef87a18bbfed31b8342984eddebd4ac188776de411a6843ec297dbf6634b4db,fp8_subnormal_8x5,,fp32_a32,1,c-c8b5c8990f5e8d8e,,fp8_subnormal_8x5,5,,,,,ddef5c3a066d4b40ce57809b4469a0b7211f41f29ff8caca4494df1e97230f41,,,,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,,exact,True,fef87a18bbfed31b8342984eddebd4ac188776de411a6843ec297dbf6634b4db,mnist_pe_kernel_conformance,,,,,,,,,,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,,,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,,,5,,,,True,,,,,functional_candidate_binding_deferred_to_pair_analysis,fp32_a32,stage,experiments/aspdac/results/mnist_pe_precision_20260717/raw/mnist_pe_kernel_conformance/c-c8b5c8990f5e8d8e.json,1,,8,mnist_pe_kernel_conformance,7403,,completed,,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be
,,,,618ae43acbe0f7e67617463cc5a1619164f86200e7e745a7dd1dd85dbcd544db,fp8_subnormal_8x5,,fp16_a16,0,c-c8dfa120ac57b269,,fp8_subnormal_8x5,5,,,,,ddef5c3a066d4b40ce57809b4469a0b7211f41f29ff8caca4494df1e97230f41,,,,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,,exact,True,618ae43acbe0f7e67617463cc5a1619164f86200e7e745a7dd1dd85dbcd544db,mnist_pe_kernel_conformance,,,,,,,,,,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,,,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,,,5,,,,True,,,,,functional_candidate_binding_deferred_to_pair_analysis,fp16_a16,stage,experiments/aspdac/results/mnist_pe_precision_20260717/raw/mnist_pe_kernel_conformance/c-c8dfa120ac57b269.json,0,,8,mnist_pe_kernel_conformance,7403,,completed,,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be
