oracle,repeat,samples,correct,accuracy,accuracy_pct,prediction_sha256,repeat_prediction_hash_identical,model,architecture,model_parameters,model_sha256,seed,train_samples,test_samples,macs_per_image,macs_full_test_set,torch_version,git_commit,host,command_json,claim_boundary
PyTorch functional,0,10000,9839,0.9839,98.39,9d56dbfd0611130a20aec9638bb9ce935dc023c17f6b0815e83b4b3a27efaa26,True,SmallMnistCnn/LeNet-style,"Conv1(1->6,5x5)-ReLU-AvgPool2-Conv2(6->16,5x5)-ReLU-AvgPool2-FC256-120-84-10",44426,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,20260716,60000,10000,281640,2816400000,1.12.1+cu116,1e57371524a7a2cde2bcfdd07f05197a9181a73a,anonymous-host,"[""USER_HOME\\AppData\\Local\\Programs\\Python\\Python310\\python.exe"",""ARTIFACT_ROOT\\experiments\\aspdac\\scripts\\run_mnist_cnn_feasibility.py"",""--output"",""experiments\\aspdac\\results\\final_20260716\\raw\\mnist_cnn"",""--resume""]",End-to-end numerical accuracy is a PyTorch functional oracle. STAGE consumes the exact Conv/im2col and FC layer shapes for cycle/data-movement feasibility; pooling/ReLU numerical execution is not claimed as a STAGE neural-network kernel.
PyTorch functional,1,10000,9839,0.9839,98.39,9d56dbfd0611130a20aec9638bb9ce935dc023c17f6b0815e83b4b3a27efaa26,True,SmallMnistCnn/LeNet-style,"Conv1(1->6,5x5)-ReLU-AvgPool2-Conv2(6->16,5x5)-ReLU-AvgPool2-FC256-120-84-10",44426,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,20260716,60000,10000,281640,2816400000,1.12.1+cu116,1e57371524a7a2cde2bcfdd07f05197a9181a73a,anonymous-host,"[""USER_HOME\\AppData\\Local\\Programs\\Python\\Python310\\python.exe"",""ARTIFACT_ROOT\\experiments\\aspdac\\scripts\\run_mnist_cnn_feasibility.py"",""--output"",""experiments\\aspdac\\results\\final_20260716\\raw\\mnist_cnn"",""--resume""]",End-to-end numerical accuracy is a PyTorch functional oracle. STAGE consumes the exact Conv/im2col and FC layer shapes for cycle/data-movement feasibility; pooling/ReLU numerical execution is not claimed as a STAGE neural-network kernel.
