after_component_id,after_link_id,after_packet_evidence,after_reason,after_target_critical_cycles,after_total_cycles,after_trace_sha256,before_component_id,before_link_id,before_packet_evidence,before_reason,before_target_critical_cycles,before_total_cycles,before_trace_sha256,evidence_level,intervention,mapping_hash,observed_next_bottleneck,predicted_next_bottleneck,target_stall,workload_hash
router[0..15],mesh.transport,packet-range:0..8191,link_serialization_or_arbitration,0,2304,26c3cb5fa34700599d65ba91f6677afb4d551a32da8f675267e634b30ea3d75a,memory0,memory0.port[0],packet-range:0..8191,memory_port_busy,1280,2560,bde09f4cd62aeab0467758402fa20630e3837f205f1134777a45b979f29fbe4a,Measured causal one-parameter intervention,memory_ports_1_to_2,385d4a3ce97fce9d99930055b3a9f005d8af2623eeb227d53bbbabb476595597,noc,noc,memory,fbe0d419e11d7eec23c613659c5bb85a287de71e1ecb8e63b58488287edd5272
