all_passed,byte_identical,canonical_trace_bytes,canonical_trace_hash,case,evidence_level,repeats,trace_kind
True,True,31379,b721530d43bf2ee66d3560b26e7092ba655a1e8b3683c2dc69941645d328c079,backpressure,Exact,2,stage_cycle_runtime
True,True,414,2d77093f637dc2e14e76f5aaa548ff004a16a94d873c1651d7a38808c553ff8e,compile_non_mutation,Exact,2,independent_oracle_trace
True,True,17273,0e4db9fd07357145c9a7a589c005b79d612b4bf54a7be97e0270063d461dca36,current_next_visibility,Exact,2,stage_cycle_runtime
True,True,418,e6d253c4f48a312e81c06c1fe001cd6a2df01b1e20393f3b23e55d4281065cef,graph_round_trip,Exact,2,independent_oracle_trace
True,True,426,3549e5320b9e87ff088e36dadaead0a7ee530a1fa5840442d255120730d9d77f,optical_loss_power_margin,Exact,2,independent_oracle_trace
True,True,387,b67b89ae6faade90c9bf972b22361e883cf94ba02bfcb4d7632ce183e0ce9245,packet_serialization_132b,Exact,2,independent_oracle_trace
True,True,306,77a7e00b1f934108990e8b32dd78275f63dda18719b5ed8cf7f668741858130c,reduction,Exact,2,independent_oracle_trace
True,True,331,d6b3637ede22b6f598dd5507f965b23b6f837781f67112ea4d1c3e44f8b5ea81,softmax,Exact,2,independent_oracle_trace
True,True,374,50620c37578e981bd53c80209baf26f380f2b345458c1f512b762f6324071321,wavelength_arbitration,Exact,2,independent_oracle_trace
