case_id,repeat,Sequence,Cycle,Phase,event_type,packet_id,flit_id,flit_index,total_flits,component_id,input_port,virtual_channel,output_port,link_id,occupancy_before,occupancy_after,Ready,Valid,Granted,serialization_bits,arrival_cycle,tail_complete,committed_visible,Delivered,buffer_released,Reason,evidence_label
noc_n06_contend_512,0,6,5,1,BufferOccupancy,noc_n06_contend_512-p1,,-1,4,router,south,-1,,source1_router,4,4,True,True,False,512,-1,True,True,False,False,buffer=router_input;input_port=south;occupancy=4;buffer_depth=4,Exact STAGE trace
noc_n06_contend_512,0,7,5,1,PacketMove,noc_n06_contend_512-p1,,-1,4,router,,-1,,source1_router,-1,-1,True,True,False,512,-1,False,True,False,False,,Exact STAGE trace
noc_n06_contend_512,0,8,6,3,Arbitration,noc_n06_contend_512-p0,,-1,4,router,north,-1,,router_sink,-1,-1,True,True,True,512,-1,False,True,False,False,"phase=3;policy=round_robin;rr_start=north;winner_port=north;request_ports=north,south;rr_next=south;routing=xy;axis=x;direction=east;selected=router_sink;from=1,1;target=2,1",Exact STAGE trace
noc_n06_contend_512,0,9,6,3,Stall,noc_n06_contend_512-p1,,-1,4,router,north,-1,,router_sink,-1,-1,True,True,False,512,-1,False,True,False,False,phase=3;RouterConflict;stall_reason=RouterConflict;policy=round_robin;winner=noc_n06_contend_512-p0;winner_port=north;request_port=south,Exact STAGE trace
noc_n06_contend_512,0,10,6,5,LinkTransfer,noc_n06_contend_512-p0,,-1,4,router,north,-1,,router_sink,-1,-1,True,True,True,512,-1,False,True,False,False,"phase=5;arrival_cycle=10;link_latency=1;routing=xy;axis=x;direction=east;selected=router_sink;from=1,1;target=2,1;input_port=north",Exact STAGE trace
noc_n06_contend_512,0,11,7,5,Stall,noc_n06_contend_512-p1,,-1,4,router,south,-1,,router_sink,-1,-1,True,True,False,512,-1,False,True,False,False,phase=5;LinkBusy;stall_reason=LinkBusy;input_port=south;output_link=router_sink,Exact STAGE trace
noc_n06_contend_512,0,12,8,5,Stall,noc_n06_contend_512-p1,,-1,4,router,south,-1,,router_sink,-1,-1,True,True,False,512,-1,False,True,False,False,phase=5;LinkBusy;stall_reason=LinkBusy;input_port=south;output_link=router_sink,Exact STAGE trace
noc_n06_contend_512,0,13,9,5,Stall,noc_n06_contend_512-p1,,-1,4,router,south,-1,,router_sink,-1,-1,True,True,False,512,-1,False,True,False,False,phase=5;LinkBusy;stall_reason=LinkBusy;input_port=south;output_link=router_sink,Exact STAGE trace
noc_n06_contend_512,0,14,10,1,PacketMove,noc_n06_contend_512-p0,,-1,4,sink,,-1,,router_sink,-1,-1,True,True,False,512,-1,True,True,True,True,,Exact STAGE trace
noc_n06_contend_512,0,15,10,3,Arbitration,noc_n06_contend_512-p1,,-1,4,router,south,-1,,router_sink,-1,-1,True,True,True,512,-1,False,True,False,False,"phase=3;policy=round_robin;rr_start=south;winner_port=south;request_ports=south;rr_next=east;routing=xy;axis=x;direction=east;selected=router_sink;from=1,1;target=2,1",Exact STAGE trace
noc_n06_contend_512,0,16,10,5,LinkTransfer,noc_n06_contend_512-p1,,-1,4,router,south,-1,,router_sink,-1,-1,True,True,True,512,-1,False,True,False,False,"phase=5;arrival_cycle=14;link_latency=1;routing=xy;axis=x;direction=east;selected=router_sink;from=1,1;target=2,1;input_port=south",Exact STAGE trace
noc_n06_contend_512,0,17,14,1,PacketMove,noc_n06_contend_512-p1,,-1,4,sink,,-1,,router_sink,-1,-1,True,True,False,512,-1,True,True,True,True,,Exact STAGE trace
noc_n06_contend_512,1,0,0,0,PacketInjection,noc_n06_contend_512-p0,,-1,4,source0,,-1,,,-1,-1,True,True,False,512,-1,False,False,False,False,phase=0;visible_cycle=1;exact_operand=true;requested_injection_cycle=0;packet_type=Activation;total_bits=512;request_id=,Exact STAGE trace
noc_n06_contend_512,1,1,0,0,PacketInjection,noc_n06_contend_512-p1,,-1,4,source1,,-1,,,-1,-1,True,True,False,512,-1,False,False,False,False,phase=0;visible_cycle=1;exact_operand=true;requested_injection_cycle=0;packet_type=Activation;total_bits=512;request_id=,Exact STAGE trace
noc_n06_contend_512,1,2,1,5,LinkTransfer,noc_n06_contend_512-p0,,-1,4,source0,,-1,,source0_router,-1,-1,True,True,True,512,-1,False,True,False,False,"phase=5;arrival_cycle=5;link_latency=1;routing=xy;axis=y;direction=south;selected=source0_router;from=1,0;target=2,1",Exact STAGE trace
noc_n06_contend_512,1,3,1,5,LinkTransfer,noc_n06_contend_512-p1,,-1,4,source1,,-1,,source1_router,-1,-1,True,True,True,512,-1,False,True,False,False,"phase=5;arrival_cycle=5;link_latency=1;routing=xy;axis=y;direction=north;selected=source1_router;from=1,2;target=2,1",Exact STAGE trace
noc_n06_contend_512,1,4,5,1,BufferOccupancy,noc_n06_contend_512-p0,,-1,4,router,north,-1,,source0_router,4,4,True,True,False,512,-1,True,True,False,False,buffer=router_input;input_port=north;occupancy=4;buffer_depth=4,Exact STAGE trace
noc_n06_contend_512,1,5,5,1,PacketMove,noc_n06_contend_512-p0,,-1,4,router,,-1,,source0_router,-1,-1,True,True,False,512,-1,False,True,False,False,,Exact STAGE trace
noc_n06_contend_512,1,6,5,1,BufferOccupancy,noc_n06_contend_512-p1,,-1,4,router,south,-1,,source1_router,4,4,True,True,False,512,-1,True,True,False,False,buffer=router_input;input_port=south;occupancy=4;buffer_depth=4,Exact STAGE trace
noc_n06_contend_512,1,7,5,1,PacketMove,noc_n06_contend_512-p1,,-1,4,router,,-1,,source1_router,-1,-1,True,True,False,512,-1,False,True,False,False,,Exact STAGE trace
noc_n06_contend_512,1,8,6,3,Arbitration,noc_n06_contend_512-p0,,-1,4,router,north,-1,,router_sink,-1,-1,True,True,True,512,-1,False,True,False,False,"phase=3;policy=round_robin;rr_start=north;winner_port=north;request_ports=north,south;rr_next=south;routing=xy;axis=x;direction=east;selected=router_sink;from=1,1;target=2,1",Exact STAGE trace
noc_n06_contend_512,1,9,6,3,Stall,noc_n06_contend_512-p1,,-1,4,router,north,-1,,router_sink,-1,-1,True,True,False,512,-1,False,True,False,False,phase=3;RouterConflict;stall_reason=RouterConflict;policy=round_robin;winner=noc_n06_contend_512-p0;winner_port=north;request_port=south,Exact STAGE trace
noc_n06_contend_512,1,10,6,5,LinkTransfer,noc_n06_contend_512-p0,,-1,4,router,north,-1,,router_sink,-1,-1,True,True,True,512,-1,False,True,False,False,"phase=5;arrival_cycle=10;link_latency=1;routing=xy;axis=x;direction=east;selected=router_sink;from=1,1;target=2,1;input_port=north",Exact STAGE trace
noc_n06_contend_512,1,11,7,5,Stall,noc_n06_contend_512-p1,,-1,4,router,south,-1,,router_sink,-1,-1,True,True,False,512,-1,False,True,False,False,phase=5;LinkBusy;stall_reason=LinkBusy;input_port=south;output_link=router_sink,Exact STAGE trace
noc_n06_contend_512,1,12,8,5,Stall,noc_n06_contend_512-p1,,-1,4,router,south,-1,,router_sink,-1,-1,True,True,False,512,-1,False,True,False,False,phase=5;LinkBusy;stall_reason=LinkBusy;input_port=south;output_link=router_sink,Exact STAGE trace
noc_n06_contend_512,1,13,9,5,Stall,noc_n06_contend_512-p1,,-1,4,router,south,-1,,router_sink,-1,-1,True,True,False,512,-1,False,True,False,False,phase=5;LinkBusy;stall_reason=LinkBusy;input_port=south;output_link=router_sink,Exact STAGE trace
noc_n06_contend_512,1,14,10,1,PacketMove,noc_n06_contend_512-p0,,-1,4,sink,,-1,,router_sink,-1,-1,True,True,False,512,-1,True,True,True,True,,Exact STAGE trace
noc_n06_contend_512,1,15,10,3,Arbitration,noc_n06_contend_512-p1,,-1,4,router,south,-1,,router_sink,-1,-1,True,True,True,512,-1,False,True,False,False,"phase=3;policy=round_robin;rr_start=south;winner_port=south;request_ports=south;rr_next=east;routing=xy;axis=x;direction=east;selected=router_sink;from=1,1;target=2,1",Exact STAGE trace
noc_n06_contend_512,1,16,10,5,LinkTransfer,noc_n06_contend_512-p1,,-1,4,router,south,-1,,router_sink,-1,-1,True,True,True,512,-1,False,True,False,False,"phase=5;arrival_cycle=14;link_latency=1;routing=xy;axis=x;direction=east;selected=router_sink;from=1,1;target=2,1;input_port=south",Exact STAGE trace
noc_n06_contend_512,1,17,14,1,PacketMove,noc_n06_contend_512-p1,,-1,4,sink,,-1,,router_sink,-1,-1,True,True,False,512,-1,True,True,True,True,,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,0,0,0,PacketInjection,noc_n09_atomic_depth_boundary-p0,,-1,2,source0,,-1,,,-1,-1,True,True,False,256,-1,False,False,False,False,phase=0;visible_cycle=1;exact_operand=true;requested_injection_cycle=0;packet_type=Activation;total_bits=256;request_id=,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,1,1,5,LinkTransfer,noc_n09_atomic_depth_boundary-p0,,-1,2,source0,,-1,,source0_router,-1,-1,True,True,True,256,-1,False,True,False,False,"phase=5;arrival_cycle=3;link_latency=1;routing=xy;axis=x;direction=east;selected=source0_router;from=0,1;target=2,1",Exact STAGE trace
noc_n09_atomic_depth_boundary,0,2,3,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,3,4,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,4,5,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,5,6,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,6,7,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,7,8,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,8,9,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,9,10,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,10,11,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,11,12,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,12,13,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,13,14,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,14,15,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,15,16,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,16,17,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,17,18,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,18,19,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,19,20,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,20,21,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,21,22,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,22,23,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,23,24,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,24,25,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,25,26,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,26,27,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,27,28,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,28,29,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,29,30,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,30,31,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,31,32,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,32,33,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,33,34,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,34,35,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,35,36,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,36,37,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,37,38,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,38,39,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,39,40,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,40,41,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,41,42,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,42,43,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,43,44,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,44,45,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,45,46,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,46,47,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,47,48,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,48,49,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,49,50,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,50,51,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,51,52,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,52,53,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,53,54,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,54,55,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,55,56,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,56,57,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,57,58,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,58,59,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,59,60,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,60,61,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,61,62,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,0,62,63,5,Stall,noc_n09_atomic_depth_boundary-p0,,-1,2,router,west,-1,,source0_router,-1,-1,True,True,False,256,-1,False,True,False,False,OutputBufferFull;stall_reason=OutputBufferFull;buffer=router_input;input_port=west;buffer_depth=1,Exact STAGE trace
noc_n09_atomic_depth_boundary,1,0,0,0,PacketInjection,noc_n09_atomic_depth_boundary-p0,,-1,2,source0,,-1,,,-1,-1,True,True,False,256,-1,False,False,False,False,phase=0;visible_cycle=1;exact_operand=true;requested_injection_cycle=0;packet_type=Activation;total_bits=256;request_id=,Exact STAGE trace
noc_n09_atomic_depth_boundary,1,1,1,5,LinkTransfer,noc_n09_atomic_depth_boundary-p0,,-1,2,source0,,-1,,source0_router,-1,-1,True,True,True,256,-1,False,True,False,False,"phase=5;arrival_cycle=3;link_latency=1;routing=xy;axis=x;direction=east;selected=source0_router;from=0,1;target=2,1",Exact STAGE trace
