BackpressureEvents,BerStatus,CanonicalTraceSha256,ChannelCapacity,ComputeHash,ConflictCount,ConversionEnergyPj,EncodedBits,EncodedBitsPerPacket,EndpointEnergyPj,EndpointHash,FlowCount,LaserEnergyPj,LinkEnergyPj,LogicalBits,MappingHash,MeanPacketLatencyCycles,MemoryHash,PacketCount,PayloadBits,ReceivedPowerDbm,ReceiverMarginDb,RouteLossDb,SerdesEnergyPj,ServiceCyclesPerPacket,TotalCycles,TotalTransportEnergyPj,TransportHash,TransportMode,TuningEnergyPj,WorkloadHash,WorkloadId,axis_repeat,candidate_id,case_id,channel_capacity,compute_hash,config_hash,endpoint_hash,evidence_level,experiment_name,flow_count,graph_hash,mapping_hash,memory_hash,packet_count,payload_bits,provider,queue_depth,raw_path,repeat,scenario,status,transport_hash,transport_mode,workload_hash
57068,not applicable,1fce2cdd844864744888834d8a628bc13857a586f4b65f46acabb06b63c68291,1,289070eea5adcc3f7f275c07a9285ea55d089995358fc53159da644b3c87437e,0,0,1048576,128,0,043bd74e95652e3021b7cb36e62a6c4c645f0155a003ccd8a148f96ea4908df1,8,0,10485.76,1048576,385d4a3ce97fce9d99930055b3a9f005d8af2623eeb227d53bbbabb476595597,31.932861328125,515cce82b207b8cfd8f34d4d6e93fd49feb4ba890d579bfb0e61603c05450c2d,8192,128,0,0,0,0,1,8193,10485.76,a36f895358971c81cf6ab9b7471fd66d3845e67a17a94e3692986ee736b3ed5a,electrical_contended,0,fbe0d419e11d7eec23c613659c5bb85a287de71e1ecb8e63b58488287edd5272,attention_128_64,1,c-51fa9674e6303cc1,attention_128_64,1,289070eea5adcc3f7f275c07a9285ea55d089995358fc53159da644b3c87437e,a21641b69e085bb1afc147209ca703de820afe279a5870193dfcc325b14274bd,043bd74e95652e3021b7cb36e62a6c4c645f0155a003ccd8a148f96ea4908df1,measured,optical_intervention_electrical,8,bf10f69d94b3ad849c1317ccb75ca98e01f67de0ed54b3d19411f1ac344ecdf0,385d4a3ce97fce9d99930055b3a9f005d8af2623eeb227d53bbbabb476595597,515cce82b207b8cfd8f34d4d6e93fd49feb4ba890d579bfb0e61603c05450c2d,8192,128,stage,4,experiments/aspdac/results/optical_intervention_20260717/raw/optical_intervention_electrical/c-51fa9674e6303cc1.json,1,matched_transport,completed,a36f895358971c81cf6ab9b7471fd66d3845e67a17a94e3692986ee736b3ed5a,electrical_contended,fbe0d419e11d7eec23c613659c5bb85a287de71e1ecb8e63b58488287edd5272
57068,not applicable,1fce2cdd844864744888834d8a628bc13857a586f4b65f46acabb06b63c68291,1,289070eea5adcc3f7f275c07a9285ea55d089995358fc53159da644b3c87437e,0,0,1048576,128,0,043bd74e95652e3021b7cb36e62a6c4c645f0155a003ccd8a148f96ea4908df1,8,0,10485.76,1048576,385d4a3ce97fce9d99930055b3a9f005d8af2623eeb227d53bbbabb476595597,31.932861328125,515cce82b207b8cfd8f34d4d6e93fd49feb4ba890d579bfb0e61603c05450c2d,8192,128,0,0,0,0,1,8193,10485.76,a36f895358971c81cf6ab9b7471fd66d3845e67a17a94e3692986ee736b3ed5a,electrical_contended,0,fbe0d419e11d7eec23c613659c5bb85a287de71e1ecb8e63b58488287edd5272,attention_128_64,0,c-a8d951ef7c96103c,attention_128_64,1,289070eea5adcc3f7f275c07a9285ea55d089995358fc53159da644b3c87437e,a21641b69e085bb1afc147209ca703de820afe279a5870193dfcc325b14274bd,043bd74e95652e3021b7cb36e62a6c4c645f0155a003ccd8a148f96ea4908df1,measured,optical_intervention_electrical,8,bf10f69d94b3ad849c1317ccb75ca98e01f67de0ed54b3d19411f1ac344ecdf0,385d4a3ce97fce9d99930055b3a9f005d8af2623eeb227d53bbbabb476595597,515cce82b207b8cfd8f34d4d6e93fd49feb4ba890d579bfb0e61603c05450c2d,8192,128,stage,4,experiments/aspdac/results/optical_intervention_20260717/raw/optical_intervention_electrical/c-a8d951ef7c96103c.json,0,matched_transport,completed,a36f895358971c81cf6ab9b7471fd66d3845e67a17a94e3692986ee736b3ed5a,electrical_contended,fbe0d419e11d7eec23c613659c5bb85a287de71e1ecb8e63b58488287edd5272
8128,BER not modeled,7f36ab0d6f4808e8af0643c40cacf56d7b31cbcae81f390d338cf88e09cd6297,8,289070eea5adcc3f7f275c07a9285ea55d089995358fc53159da644b3c87437e,8184,86507.52,1081344,132,10813.44,043bd74e95652e3021b7cb36e62a6c4c645f0155a003ccd8a148f96ea4908df1,8,20490,1081.344,1048576,385d4a3ce97fce9d99930055b3a9f005d8af2623eeb227d53bbbabb476595597,8.97265625,515cce82b207b8cfd8f34d4d6e93fd49feb4ba890d579bfb0e61603c05450c2d,8192,128,-4.109999999999999,13.89,4.109999999999999,21626.88,2,2049,140519.184,423ec39335e0d4129ab9e21bb2f4d29fbbd1fa4aae00e5e8a99b1fe7ff99b49f,optical_contended,0,fbe0d419e11d7eec23c613659c5bb85a287de71e1ecb8e63b58488287edd5272,attention_128_64,0,c-1cfab1f1753dc917,attention_128_64,8,289070eea5adcc3f7f275c07a9285ea55d089995358fc53159da644b3c87437e,a21641b69e085bb1afc147209ca703de820afe279a5870193dfcc325b14274bd,043bd74e95652e3021b7cb36e62a6c4c645f0155a003ccd8a148f96ea4908df1,measured,optical_intervention_wdm,8,bf10f69d94b3ad849c1317ccb75ca98e01f67de0ed54b3d19411f1ac344ecdf0,385d4a3ce97fce9d99930055b3a9f005d8af2623eeb227d53bbbabb476595597,515cce82b207b8cfd8f34d4d6e93fd49feb4ba890d579bfb0e61603c05450c2d,8192,128,stage,4,experiments/aspdac/results/optical_intervention_20260717/raw/optical_intervention_wdm/c-1cfab1f1753dc917.json,0,matched_transport,completed,423ec39335e0d4129ab9e21bb2f4d29fbbd1fa4aae00e5e8a99b1fe7ff99b49f,optical_contended,fbe0d419e11d7eec23c613659c5bb85a287de71e1ecb8e63b58488287edd5272
8128,BER not modeled,7f36ab0d6f4808e8af0643c40cacf56d7b31cbcae81f390d338cf88e09cd6297,8,289070eea5adcc3f7f275c07a9285ea55d089995358fc53159da644b3c87437e,8184,86507.52,1081344,132,10813.44,043bd74e95652e3021b7cb36e62a6c4c645f0155a003ccd8a148f96ea4908df1,8,20490,1081.344,1048576,385d4a3ce97fce9d99930055b3a9f005d8af2623eeb227d53bbbabb476595597,8.97265625,515cce82b207b8cfd8f34d4d6e93fd49feb4ba890d579bfb0e61603c05450c2d,8192,128,-4.109999999999999,13.89,4.109999999999999,21626.88,2,2049,140519.184,423ec39335e0d4129ab9e21bb2f4d29fbbd1fa4aae00e5e8a99b1fe7ff99b49f,optical_contended,0,fbe0d419e11d7eec23c613659c5bb85a287de71e1ecb8e63b58488287edd5272,attention_128_64,1,c-1d99b3c28dd735ce,attention_128_64,8,289070eea5adcc3f7f275c07a9285ea55d089995358fc53159da644b3c87437e,a21641b69e085bb1afc147209ca703de820afe279a5870193dfcc325b14274bd,043bd74e95652e3021b7cb36e62a6c4c645f0155a003ccd8a148f96ea4908df1,measured,optical_intervention_wdm,8,bf10f69d94b3ad849c1317ccb75ca98e01f67de0ed54b3d19411f1ac344ecdf0,385d4a3ce97fce9d99930055b3a9f005d8af2623eeb227d53bbbabb476595597,515cce82b207b8cfd8f34d4d6e93fd49feb4ba890d579bfb0e61603c05450c2d,8192,128,stage,4,experiments/aspdac/results/optical_intervention_20260717/raw/optical_intervention_wdm/c-1d99b3c28dd735ce.json,1,matched_transport,completed,423ec39335e0d4129ab9e21bb2f4d29fbbd1fa4aae00e5e8a99b1fe7ff99b49f,optical_contended,fbe0d419e11d7eec23c613659c5bb85a287de71e1ecb8e63b58488287edd5272
