candidate_id,architecture,repeat,profile,component,energy_pj,scales_with,activity,activity_unit,owner
rfbr1-fb217cb86a22544d7a71,H4,0,high,laser,3189760,execution_time_x_provisioned_tx_lanes,22784,lane_ns,sidecar_static_laser
rfbr1-fb217cb86a22544d7a71,H4,0,high,thermal_tuning,1184768,execution_time_x_active_resonators,45568,resonator_ns,sidecar_static_tuning
rfbr1-6463eb6de5e82cdec423,H4,1,low,serializer,1761.28,original_bit_count,4096,original_bit,sidecar_serdes_tx
rfbr1-6463eb6de5e82cdec423,H4,1,low,deserializer_cdr,2238.72,encoded_bit_count,4224,encoded_bit,sidecar_serdes_rx
rfbr1-6463eb6de5e82cdec423,H4,1,low,gearbox,0,encoded_bit_count_if_instantiated,0,encoded_bit,explicitly_excluded_no_rate_conversion
rfbr1-6463eb6de5e82cdec423,H4,1,low,eo_modulator_driver,211.2,encoded_bit_count,4224,encoded_bit,sidecar_eo
rfbr1-6463eb6de5e82cdec423,H4,1,low,oe_receiver_tia,295.68,encoded_bit_count,4224,encoded_bit,sidecar_oe
rfbr1-6463eb6de5e82cdec423,H4,1,low,wdm_mux_demux_passive,0,loss_budget_not_dynamic_bits,1,present_boolean,sidecar_loss_budget
rfbr1-6463eb6de5e82cdec423,H4,1,low,waveguide_passive,0,length_loss_not_dynamic_bits,0.13825,mm,sidecar_loss_budget
rfbr1-6463eb6de5e82cdec423,H4,1,low,laser,6835.2,execution_time_x_provisioned_tx_lanes,22784,lane_ns,sidecar_static_laser
rfbr1-6463eb6de5e82cdec423,H4,1,low,thermal_tuning,0,execution_time_x_active_resonators,0,resonator_ns,sidecar_static_tuning
rfbr1-6463eb6de5e82cdec423,H4,1,nominal,serializer,6553.6,original_bit_count,4096,original_bit,sidecar_serdes_tx
rfbr1-6463eb6de5e82cdec423,H4,1,nominal,deserializer_cdr,10213.632,encoded_bit_count,4224,encoded_bit,sidecar_serdes_rx
rfbr1-6463eb6de5e82cdec423,H4,1,nominal,gearbox,0,encoded_bit_count_if_instantiated,0,encoded_bit,explicitly_excluded_no_rate_conversion
rfbr1-6463eb6de5e82cdec423,H4,1,nominal,eo_modulator_driver,2956.8,encoded_bit_count,4224,encoded_bit,sidecar_eo
rfbr1-6463eb6de5e82cdec423,H4,1,nominal,oe_receiver_tia,5913.6,encoded_bit_count,4224,encoded_bit,sidecar_oe
rfbr1-6463eb6de5e82cdec423,H4,1,nominal,wdm_mux_demux_passive,0,loss_budget_not_dynamic_bits,1,present_boolean,sidecar_loss_budget
rfbr1-6463eb6de5e82cdec423,H4,1,nominal,waveguide_passive,0,length_loss_not_dynamic_bits,0.13825,mm,sidecar_loss_budget
rfbr1-6463eb6de5e82cdec423,H4,1,nominal,laser,53949.5747046,execution_time_x_provisioned_tx_lanes,22784,lane_ns,sidecar_static_laser
rfbr1-6463eb6de5e82cdec423,H4,1,nominal,thermal_tuning,88857.6,execution_time_x_active_resonators,22784,resonator_ns,sidecar_static_tuning
rfbr1-6463eb6de5e82cdec423,H4,1,high,serializer,38502.4,original_bit_count,4096,original_bit,sidecar_serdes_tx
rfbr1-6463eb6de5e82cdec423,H4,1,high,deserializer_cdr,25301.76,encoded_bit_count,4224,encoded_bit,sidecar_serdes_rx
rfbr1-6463eb6de5e82cdec423,H4,1,high,gearbox,0,encoded_bit_count_if_instantiated,0,encoded_bit,explicitly_excluded_no_rate_conversion
rfbr1-6463eb6de5e82cdec423,H4,1,high,eo_modulator_driver,6504.96,encoded_bit_count,4224,encoded_bit,sidecar_eo
rfbr1-6463eb6de5e82cdec423,H4,1,high,oe_receiver_tia,14361.6,encoded_bit_count,4224,encoded_bit,sidecar_oe
rfbr1-6463eb6de5e82cdec423,H4,1,high,wdm_mux_demux_passive,0,loss_budget_not_dynamic_bits,1,present_boolean,sidecar_loss_budget
rfbr1-6463eb6de5e82cdec423,H4,1,high,waveguide_passive,0,length_loss_not_dynamic_bits,0.13825,mm,sidecar_loss_budget
rfbr1-6463eb6de5e82cdec423,H4,1,high,laser,3189760,execution_time_x_provisioned_tx_lanes,22784,lane_ns,sidecar_static_laser
rfbr1-6463eb6de5e82cdec423,H4,1,high,thermal_tuning,1184768,execution_time_x_active_resonators,45568,resonator_ns,sidecar_static_tuning
